                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.68216,                 1.1302,                 1.1041,                 0.7821,                0.74886,                 0.8095,                0.70531,                0.51549,                0.82469,                 1.0392,              0.0084952,              0.0084952,              0.0084952
                    154,                0.68066,                 1.1384,                 1.1077,                 0.7831,                0.75236,                0.80992,                0.70579,                0.51494,                0.82431,                 1.0388,              0.0084853,              0.0084853,              0.0084853
                    155,                0.68256,                 1.1449,                 1.1124,                0.78457,                0.75033,                0.81023,                0.70608,                0.51453,                0.82302,                 1.0382,              0.0084754,              0.0084754,              0.0084754
                    156,                0.67325,                 1.1218,                 1.1058,                 0.7882,                0.74568,                0.81053,                0.70645,                 0.5139,                0.82222,                 1.0377,              0.0084655,              0.0084655,              0.0084655
                    157,                0.68591,                 1.1513,                 1.1076,                0.78776,                0.74497,                 0.8112,                0.70685,                0.51323,                0.82077,                 1.0371,              0.0084556,              0.0084556,              0.0084556
                    158,                0.68394,                 1.1322,                 1.1144,                0.79581,                0.74096,                0.81133,                0.70675,                0.51305,                0.81989,                  1.037,              0.0084457,              0.0084457,              0.0084457
                    159,                0.67287,                 1.1152,                 1.1024,                 0.7928,                0.74245,                0.81148,                0.70722,                  0.513,                0.81989,                  1.037,              0.0084358,              0.0084358,              0.0084358
                    160,                0.67958,                 1.1423,                 1.1156,                0.79481,                0.74278,                0.81177,                0.70737,                0.51283,                0.81918,                  1.037,              0.0084259,              0.0084259,              0.0084259
                    161,                0.67675,                 1.1254,                  1.106,                0.79349,                0.74489,                0.81228,                0.70788,                0.51257,                0.81883,                 1.0368,               0.008416,               0.008416,               0.008416
                    162,                0.67393,                 1.1311,                 1.1052,                0.79257,                0.74437,                0.81305,                0.70889,                0.51229,                0.81778,                 1.0368,              0.0084061,              0.0084061,              0.0084061
                    163,                   0.68,                 1.1322,                 1.1139,                0.79056,                 0.7447,                0.81305,                0.70927,                0.51232,                0.81739,                 1.0369,              0.0083962,              0.0083962,              0.0083962
                    164,                0.67346,                 1.1142,                 1.1088,                0.78946,                0.74525,                0.81337,                0.70949,                0.51211,                0.81634,                 1.0367,              0.0083863,              0.0083863,              0.0083863
                    165,                0.67335,                 1.1138,                 1.1072,                0.79016,                0.74454,                0.81339,                0.70989,                0.51179,                0.81573,                 1.0364,              0.0083764,              0.0083764,              0.0083764
                    166,                0.67312,                  1.101,                 1.1075,                0.79176,                0.74573,                0.81378,                0.70998,                0.51174,                0.81525,                 1.0363,              0.0083665,              0.0083665,              0.0083665
                    167,                0.68034,                 1.1057,                 1.1117,                0.79298,                0.74507,                0.81437,                0.71055,                 0.5115,                0.81499,                  1.036,              0.0083566,              0.0083566,              0.0083566
                    168,                0.67699,                 1.1198,                 1.1072,                0.79548,                0.74175,                0.81432,                0.71078,                0.51151,                0.81435,                  1.036,              0.0083467,              0.0083467,              0.0083467
                    169,                0.68011,                 1.1101,                 1.1101,                0.79795,                0.73959,                0.81462,                  0.711,                0.51143,                0.81393,                 1.0359,              0.0083368,              0.0083368,              0.0083368
                    170,                0.68842,                 1.1232,                 1.1134,                0.79096,                0.74367,                0.81494,                0.71164,                0.51133,                0.81332,                 1.0357,              0.0083269,              0.0083269,              0.0083269
                    171,                0.68302,                 1.1281,                 1.1128,                0.78887,                0.74745,                0.81544,                0.71197,                0.51123,                 0.8129,                 1.0357,               0.008317,               0.008317,               0.008317
                    172,                0.67099,                 1.1002,                 1.1068,                0.78554,                0.75069,                0.81578,                0.71279,                0.51117,                0.81231,                 1.0357,              0.0083071,              0.0083071,              0.0083071
                    173,                0.67283,                 1.1073,                  1.102,                0.78637,                0.74952,                0.81567,                 0.7127,                0.51098,                0.81155,                 1.0357,              0.0082972,              0.0082972,              0.0082972
                    174,                0.66888,                 1.0817,                 1.1043,                0.78747,                0.74994,                0.81598,                0.71294,                0.51073,                 0.8112,                 1.0357,              0.0082873,              0.0082873,              0.0082873
                    175,                0.66762,                 1.0861,                 1.1009,                0.78632,                0.75153,                0.81625,                0.71313,                0.51066,                0.81079,                 1.0358,              0.0082774,              0.0082774,              0.0082774
                    176,                0.67701,                 1.0929,                 1.1073,                 0.7863,                0.75141,                 0.8163,                0.71297,                0.51056,                0.81041,                 1.0358,              0.0082675,              0.0082675,              0.0082675
                    177,                0.67531,                 1.0839,                 1.1024,                0.78765,                0.75109,                0.81631,                0.71315,                0.51042,                0.80972,                 1.0357,              0.0082576,              0.0082576,              0.0082576
                    178,                0.67334,                 1.0879,                 1.1068,                0.78528,                0.75496,                 0.8166,                0.71328,                0.51028,                0.80952,                 1.0356,              0.0082477,              0.0082477,              0.0082477
                    179,                0.66576,                 1.0873,                 1.1029,                0.79195,                0.75033,                0.81677,                0.71371,                0.51011,                0.80875,                 1.0354,              0.0082378,              0.0082378,              0.0082378
                    180,                 0.6687,                 1.0849,                 1.1046,                0.78814,                 0.7549,                0.81699,                0.71389,                0.50988,                0.80792,                 1.0352,              0.0082279,              0.0082279,              0.0082279
                    181,                0.66504,                 1.0787,                 1.1026,                0.78993,                0.75371,                  0.817,                0.71391,                0.50965,                0.80729,                 1.0349,               0.008218,               0.008218,               0.008218
                    182,                0.66883,                 1.0751,                 1.1018,                0.79449,                0.75049,                0.81726,                0.71388,                0.50954,                0.80705,                  1.035,              0.0082081,              0.0082081,              0.0082081
                    183,                 0.6675,                 1.0756,                  1.103,                0.78987,                 0.7538,                0.81725,                0.71437,                 0.5093,                0.80665,                 1.0349,              0.0081982,              0.0081982,              0.0081982
                    184,                0.67639,                 1.0798,                 1.1082,                0.78891,                0.75293,                 0.8173,                0.71437,                0.50922,                0.80587,                 1.0349,              0.0081883,              0.0081883,              0.0081883
                    185,                0.66839,                 1.0697,                 1.1034,                0.79266,                0.75217,                0.81769,                0.71489,                0.50928,                0.80539,                  1.035,              0.0081784,              0.0081784,              0.0081784
                    186,                0.66924,                 1.0723,                 1.1032,                0.79187,                0.75266,                0.81761,                0.71489,                0.50923,                0.80487,                  1.035,              0.0081685,              0.0081685,              0.0081685
                    187,                0.67551,                 1.0906,                 1.1085,                0.79168,                0.75403,                0.81776,                 0.7148,                0.50928,                0.80432,                 1.0351,              0.0081586,              0.0081586,              0.0081586
                    188,                0.66194,                 1.0574,                  1.097,                0.79112,                0.75363,                0.81806,                0.71524,                0.50922,                0.80376,                  1.035,              0.0081487,              0.0081487,              0.0081487
                    189,                0.66596,                 1.0656,                 1.1004,                 0.7965,                0.74898,                0.81813,                0.71557,                0.50914,                0.80345,                 1.0348,              0.0081388,              0.0081388,              0.0081388
                    190,                0.66082,                 1.0674,                 1.0949,                0.79712,                0.74849,                0.81853,                 0.7159,                0.50918,                0.80303,                 1.0349,              0.0081289,              0.0081289,              0.0081289
                    191,                0.65914,                 1.0567,                 1.0963,                0.79708,                0.74846,                0.81865,                0.71594,                0.50927,                0.80271,                  1.035,               0.008119,               0.008119,               0.008119
                    192,                0.66736,                 1.0567,                 1.0996,                0.79629,                0.75026,                0.81887,                0.71621,                 0.5092,                0.80233,                 1.0349,              0.0081091,              0.0081091,              0.0081091
                    193,                0.66549,                 1.0696,                 1.0998,                0.79508,                0.75173,                0.81915,                0.71632,                0.50915,                0.80171,                 1.0349,              0.0080992,              0.0080992,              0.0080992
                    194,                0.66162,                 1.0592,                 1.0972,                0.79543,                0.75246,                0.81893,                0.71616,                0.50906,                0.80169,                 1.0349,              0.0080893,              0.0080893,              0.0080893
                    195,                0.66474,                 1.0609,                 1.1022,                0.79743,                0.74971,                0.81923,                0.71651,                0.50905,                0.80067,                 1.0349,              0.0080794,              0.0080794,              0.0080794
                    196,                 0.6582,                 1.0547,                 1.0999,                0.79786,                0.74994,                0.81929,                0.71644,                0.50896,                0.80045,                 1.0348,              0.0080695,              0.0080695,              0.0080695
                    197,                0.66277,                 1.0435,                  1.102,                0.80029,                0.74811,                0.81932,                0.71657,                 0.5089,                0.80025,                 1.0347,              0.0080596,              0.0080596,              0.0080596
                    198,                0.65806,                 1.0324,                 1.0972,                0.79959,                0.74905,                0.81944,                0.71711,                0.50891,                0.79988,                 1.0347,              0.0080497,              0.0080497,              0.0080497
                    199,                0.66011,                 1.0538,                 1.0974,                0.80208,                0.74826,                0.81955,                0.71698,                0.50881,                0.79943,                 1.0346,              0.0080398,              0.0080398,              0.0080398
                    200,                0.65532,                 1.0346,                 1.0918,                0.79955,                0.74943,                0.81936,                 0.7173,                0.50888,                0.79932,                 1.0346,              0.0080299,              0.0080299,              0.0080299
                    201,                0.65472,                 1.0352,                 1.0955,                0.80188,                0.74842,                0.81955,                0.71749,                0.50883,                0.79943,                 1.0347,                0.00802,                0.00802,                0.00802
                    202,                0.65529,                 1.0346,                 1.0978,                0.80508,                0.74647,                0.81982,                 0.7178,                 0.5086,                0.79934,                 1.0345,              0.0080101,              0.0080101,              0.0080101
                    203,                0.66355,                 1.0443,                 1.1032,                0.80373,                0.74739,                0.81999,                0.71779,                0.50866,                0.79911,                 1.0346,              0.0080002,              0.0080002,              0.0080002
                    204,                0.65984,                 1.0581,                 1.0995,                 0.8038,                0.74764,                0.82038,                0.71825,                0.50857,                 0.7987,                 1.0346,              0.0079903,              0.0079903,              0.0079903
                    205,                0.66246,                 1.0535,                 1.1028,                0.79531,                0.75438,                0.82058,                0.71832,                0.50841,                0.79841,                 1.0345,              0.0079804,              0.0079804,              0.0079804
                    206,                0.65946,                 1.0409,                 1.0956,                0.79547,                0.75607,                0.82083,                0.71872,                0.50856,                0.79783,                 1.0347,              0.0079705,              0.0079705,              0.0079705
                    207,                0.65474,                 1.0307,                 1.1017,                0.79585,                  0.756,                0.82092,                0.71888,                0.50857,                0.79742,                 1.0347,              0.0079606,              0.0079606,              0.0079606
                    208,                0.65868,                 1.0343,                 1.0985,                0.79611,                0.75648,                0.82124,                0.71901,                0.50848,                 0.7975,                 1.0346,              0.0079507,              0.0079507,              0.0079507
                    209,                0.66055,                 1.0315,                 1.0973,                0.79664,                  0.756,                0.82141,                0.71896,                0.50839,                0.79747,                 1.0345,              0.0079408,              0.0079408,              0.0079408
                    210,                0.66078,                 1.0341,                 1.0961,                0.79783,                0.75527,                0.82135,                0.71892,                0.50832,                0.79723,                 1.0344,              0.0079309,              0.0079309,              0.0079309
                    211,                0.65671,                 1.0267,                 1.0902,                0.79382,                0.75917,                0.82139,                0.71932,                0.50807,                0.79694,                 1.0342,               0.007921,               0.007921,               0.007921
                    212,                0.65156,                  1.027,                 1.0907,                 0.7945,                0.75907,                0.82156,                0.71958,                0.50796,                0.79627,                 1.0342,              0.0079111,              0.0079111,              0.0079111
                    213,                0.65703,                 1.0374,                 1.0978,                0.79229,                0.76102,                0.82162,                0.71962,                0.50781,                0.79598,                 1.0342,              0.0079012,              0.0079012,              0.0079012
                    214,                0.65554,                 1.0236,                 1.0971,                0.79175,                0.76065,                0.82168,                0.71981,                0.50764,                0.79567,                 1.0341,              0.0078913,              0.0078913,              0.0078913
                    215,                0.66113,                 1.0322,                 1.1007,                0.79436,                0.75912,                0.82177,                0.71987,                0.50758,                0.79512,                 1.0341,              0.0078814,              0.0078814,              0.0078814
                    216,                0.65667,                 1.0383,                 1.0991,                0.79608,                0.75861,                0.82185,                0.71988,                0.50749,                0.79464,                  1.034,              0.0078715,              0.0078715,              0.0078715
                    217,                0.66122,                  1.014,                 1.1021,                0.79524,                0.75867,                0.82196,                0.72022,                0.50749,                0.79434,                  1.034,              0.0078616,              0.0078616,              0.0078616
                    218,                0.65691,                 1.0059,                 1.0941,                0.80004,                0.75533,                0.82201,                0.72035,                0.50746,                0.79387,                  1.034,              0.0078517,              0.0078517,              0.0078517
                    219,                0.65131,                  1.017,                 1.0947,                0.79999,                0.75569,                0.82239,                0.72054,                0.50741,                0.79357,                  1.034,              0.0078418,              0.0078418,              0.0078418
                    220,                0.65785,                 1.0201,                 1.0933,                0.79597,                0.75857,                0.82242,                 0.7206,                0.50728,                 0.7932,                 1.0339,              0.0078319,              0.0078319,              0.0078319
                    221,                0.65333,                 1.0127,                 1.0953,                0.79646,                0.75843,                0.82266,                0.72097,                0.50734,                0.79297,                  1.034,               0.007822,               0.007822,               0.007822
                    222,                0.65978,                 1.0135,                 1.0985,                0.79417,                0.75991,                0.82271,                0.72089,                0.50727,                 0.7925,                 1.0339,              0.0078121,              0.0078121,              0.0078121
                    223,                0.64965,                0.99827,                 1.0921,                0.79914,                0.75675,                0.82274,                0.72113,                0.50707,                0.79236,                 1.0338,              0.0078022,              0.0078022,              0.0078022
                    224,                0.64162,                 0.9948,                  1.086,                0.79306,                0.76133,                0.82252,                0.72081,                0.50717,                0.79235,                 1.0339,              0.0077923,              0.0077923,              0.0077923
                    225,                 0.6589,                 1.0038,                 1.0978,                0.79299,                0.76237,                 0.8227,                0.72099,                0.50717,                0.79218,                 1.0339,              0.0077824,              0.0077824,              0.0077824
                    226,                0.65271,                0.98337,                 1.0923,                0.79454,                0.76055,                0.82277,                0.72103,                0.50716,                 0.7916,                 1.0339,              0.0077725,              0.0077725,              0.0077725
                    227,                0.65139,                0.99706,                  1.092,                0.79751,                0.75887,                0.82286,                0.72101,                0.50704,                0.79123,                 1.0339,              0.0077626,              0.0077626,              0.0077626
                    228,                0.64902,                0.99337,                 1.0873,                0.79632,                0.75956,                0.82305,                0.72119,                0.50701,                0.79078,                 1.0339,              0.0077527,              0.0077527,              0.0077527
                    229,                0.65516,                  1.015,                 1.0976,                 0.7972,                0.75821,                  0.823,                0.72127,                0.50704,                0.79026,                  1.034,              0.0077428,              0.0077428,              0.0077428
                    230,                0.65615,                 1.0095,                 1.0982,                  0.793,                0.76197,                0.82305,                0.72146,                0.50703,                0.79001,                 1.0339,              0.0077329,              0.0077329,              0.0077329
                    231,                0.65459,                 1.0077,                 1.0963,                0.79285,                0.76196,                0.82305,                0.72141,                0.50691,                   0.79,                 1.0338,               0.007723,               0.007723,               0.007723
                    232,                0.64936,                 0.9884,                 1.0902,                0.79321,                0.76285,                 0.8232,                0.72154,                0.50671,                0.78969,                 1.0337,              0.0077131,              0.0077131,              0.0077131
                    233,                 0.6539,                 1.0033,                 1.0938,                0.79376,                0.76173,                 0.8235,                0.72199,                 0.5066,                0.78931,                 1.0336,              0.0077032,              0.0077032,              0.0077032
                    234,                 0.6443,                0.99935,                 1.0871,                0.79271,                0.76288,                0.82348,                0.72218,                0.50659,                 0.7889,                 1.0337,              0.0076933,              0.0076933,              0.0076933
                    235,                0.65815,                 1.0074,                 1.0958,                0.79006,                 0.7647,                0.82352,                0.72244,                0.50646,                0.78872,                 1.0336,              0.0076834,              0.0076834,              0.0076834
                    236,                 0.6484,                0.98549,                 1.0922,                 0.7902,                0.76504,                0.82373,                0.72284,                 0.5063,                0.78862,                 1.0334,              0.0076735,              0.0076735,              0.0076735
                    237,                0.64514,                0.97743,                   1.09,                0.79063,                 0.7643,                0.82391,                0.72292,                 0.5062,                0.78876,                 1.0333,              0.0076636,              0.0076636,              0.0076636
                    238,                0.64673,                0.98078,                 1.0878,                0.79001,                0.76512,                0.82391,                0.72282,                0.50609,                0.78844,                 1.0333,              0.0076537,              0.0076537,              0.0076537
                    239,                0.65011,                0.99817,                 1.0937,                0.79121,                0.76377,                0.82417,                0.72294,                0.50602,                0.78837,                 1.0332,              0.0076438,              0.0076438,              0.0076438
                    240,                0.65055,                0.99034,                 1.0923,                0.79212,                0.76328,                0.82409,                0.72284,                0.50599,                0.78839,                 1.0332,              0.0076339,              0.0076339,              0.0076339
                    241,                0.64351,                0.97667,                 1.0865,                0.79175,                0.76342,                0.82424,                0.72322,                0.50585,                0.78816,                 1.0331,               0.007624,               0.007624,               0.007624
                    242,                0.64452,                0.98201,                 1.0889,                0.79111,                0.76407,                0.82443,                0.72352,                0.50592,                0.78843,                 1.0332,              0.0076141,              0.0076141,              0.0076141
                    243,                0.64046,                 0.9795,                 1.0869,                0.79543,                 0.7601,                0.82461,                0.72347,                0.50587,                0.78806,                 1.0333,              0.0076042,              0.0076042,              0.0076042
                    244,                0.64705,                 0.9915,                 1.0931,                0.79373,                0.76106,                 0.8246,                0.72371,                0.50583,                0.78815,                 1.0333,              0.0075943,              0.0075943,              0.0075943
                    245,                0.64846,                0.97861,                   1.09,                0.79408,                0.76101,                0.82457,                0.72353,                0.50585,                0.78797,                 1.0333,              0.0075844,              0.0075844,              0.0075844
                    246,                 0.6449,                0.97888,                 1.0889,                0.79674,                 0.7579,                0.82447,                0.72366,                0.50579,                0.78817,                 1.0333,              0.0075745,              0.0075745,              0.0075745
                    247,                0.64278,                0.97714,                 1.0817,                0.79519,                0.75893,                0.82456,                0.72391,                 0.5058,                0.78822,                 1.0333,              0.0075646,              0.0075646,              0.0075646
                    248,                0.64354,                0.96026,                 1.0864,                0.79313,                0.76159,                 0.8246,                 0.7238,                 0.5057,                0.78827,                 1.0332,              0.0075547,              0.0075547,              0.0075547
                    249,                0.64989,                0.99983,                 1.0925,                0.79764,                0.75732,                0.82461,                0.72416,                0.50567,                0.78833,                 1.0332,              0.0075448,              0.0075448,              0.0075448
                    250,                0.64435,                0.97839,                 1.0903,                  0.796,                0.75914,                0.82482,                0.72445,                0.50567,                0.78836,                 1.0333,              0.0075349,              0.0075349,              0.0075349
                    251,                0.64491,                0.97577,                 1.0875,                0.79537,                0.76017,                0.82487,                 0.7244,                0.50563,                0.78834,                 1.0333,               0.007525,               0.007525,               0.007525
                    252,                0.64377,                0.96455,                 1.0892,                0.79724,                0.75896,                0.82499,                0.72437,                0.50556,                0.78805,                 1.0333,              0.0075151,              0.0075151,              0.0075151
                    253,                0.64294,                0.97887,                 1.0866,                0.79864,                0.75735,                0.82499,                0.72449,                0.50549,                0.78797,                 1.0333,              0.0075052,              0.0075052,              0.0075052
                    254,                0.65133,                0.97276,                 1.0956,                0.79842,                0.75785,                0.82508,                0.72458,                0.50546,                0.78803,                 1.0333,              0.0074953,              0.0074953,              0.0074953
                    255,                0.63889,                0.97019,                 1.0859,                0.80121,                0.75644,                0.82492,                0.72446,                0.50538,                0.78822,                 1.0332,              0.0074854,              0.0074854,              0.0074854
                    256,                0.64079,                0.96014,                 1.0855,                0.80067,                0.75662,                  0.825,                0.72447,                0.50527,                0.78826,                 1.0332,              0.0074755,              0.0074755,              0.0074755
                    257,                0.64141,                0.94924,                 1.0838,                0.80088,                0.75706,                0.82509,                0.72461,                0.50523,                0.78812,                 1.0332,              0.0074656,              0.0074656,              0.0074656
                    258,                0.63918,                0.96322,                 1.0874,                0.80238,                0.75688,                  0.825,                 0.7245,                0.50526,                0.78814,                 1.0333,              0.0074557,              0.0074557,              0.0074557
                    259,                0.64367,                 0.9707,                 1.0856,                0.79986,                0.75804,                0.82491,                0.72418,                0.50523,                0.78799,                 1.0333,              0.0074458,              0.0074458,              0.0074458
                    260,                0.64124,                0.96441,                 1.0883,                0.80108,                 0.7573,                0.82489,                0.72435,                0.50517,                0.78779,                 1.0333,              0.0074359,              0.0074359,              0.0074359
                    261,                 0.6391,                0.98314,                 1.0842,                0.79886,                 0.7593,                0.82496,                0.72419,                0.50505,                0.78789,                 1.0332,               0.007426,               0.007426,               0.007426
                    262,                0.64467,                0.96275,                 1.0897,                 0.8002,                0.75783,                0.82477,                0.72431,                0.50501,                0.78749,                 1.0333,              0.0074161,              0.0074161,              0.0074161
                    263,                0.63909,                0.96445,                 1.0826,                0.80073,                0.75868,                 0.8249,                0.72441,                0.50496,                 0.7876,                 1.0332,              0.0074062,              0.0074062,              0.0074062
                    264,                0.63114,                0.95805,                 1.0793,                0.80003,                 0.7587,                0.82486,                0.72462,                0.50497,                0.78734,                 1.0333,              0.0073963,              0.0073963,              0.0073963
                    265,                0.64332,                0.95821,                 1.0863,                0.80129,                0.75843,                0.82478,                0.72455,                0.50492,                0.78699,                 1.0333,              0.0073864,              0.0073864,              0.0073864
                    266,                0.64025,                0.97155,                 1.0869,                0.79962,                0.75954,                0.82495,                0.72446,                0.50491,                0.78691,                 1.0333,              0.0073765,              0.0073765,              0.0073765
                    267,                0.64114,                0.96415,                  1.086,                0.80025,                0.75964,                0.82491,                0.72455,                0.50486,                0.78681,                 1.0333,              0.0073666,              0.0073666,              0.0073666
                    268,                0.63567,                0.95592,                 1.0846,                0.79949,                0.76024,                0.82505,                0.72471,                0.50479,                0.78661,                 1.0333,              0.0073567,              0.0073567,              0.0073567
                    269,                0.63854,                0.94423,                 1.0852,                0.79964,                0.76043,                0.82508,                0.72485,                0.50475,                0.78648,                 1.0332,              0.0073468,              0.0073468,              0.0073468
                    270,                0.63922,                0.94724,                  1.085,                0.79912,                0.76021,                0.82496,                0.72469,                0.50478,                0.78631,                 1.0333,              0.0073369,              0.0073369,              0.0073369
                    271,                0.62976,                0.94331,                 1.0785,                 0.7972,                0.76208,                0.82506,                0.72488,                 0.5046,                0.78625,                 1.0331,               0.007327,               0.007327,               0.007327
                    272,                0.63398,                0.95269,                 1.0867,                0.79295,                 0.7652,                0.82485,                0.72464,                0.50459,                0.78629,                 1.0332,              0.0073171,              0.0073171,              0.0073171
                    273,                0.63873,                0.95239,                 1.0867,                0.79214,                 0.7656,                0.82493,                0.72452,                0.50476,                0.78622,                 1.0334,              0.0073072,              0.0073072,              0.0073072
                    274,                0.63241,                0.94753,                 1.0857,                0.79125,                0.76641,                0.82487,                 0.7248,                0.50473,                0.78616,                 1.0334,              0.0072973,              0.0072973,              0.0072973
                    275,                 0.6408,                0.96511,                 1.0883,                 0.7917,                0.76696,                  0.825,                0.72478,                 0.5047,                0.78604,                 1.0335,              0.0072874,              0.0072874,              0.0072874
                    276,                0.62396,                0.91855,                 1.0774,                0.79208,                 0.7662,                 0.8252,                0.72503,                0.50469,                0.78587,                 1.0335,              0.0072775,              0.0072775,              0.0072775
                    277,                 0.6298,                0.94097,                 1.0795,                0.79263,                0.76661,                0.82551,                0.72552,                0.50474,                 0.7859,                 1.0335,              0.0072676,              0.0072676,              0.0072676
                    278,                0.63382,                0.96093,                 1.0843,                0.79165,                0.76762,                0.82557,                0.72529,                 0.5047,                0.78558,                 1.0335,              0.0072577,              0.0072577,              0.0072577
                    279,                0.63949,                0.94655,                 1.0882,                0.79062,                0.76885,                0.82562,                0.72544,                0.50467,                0.78531,                 1.0334,              0.0072478,              0.0072478,              0.0072478
                    280,                0.63422,                0.93854,                 1.0806,                0.79159,                0.76748,                0.82574,                0.72584,                0.50465,                0.78526,                 1.0334,              0.0072379,              0.0072379,              0.0072379
                    281,                0.63581,                0.93935,                 1.0827,                0.79134,                0.76786,                0.82567,                0.72586,                0.50461,                0.78506,                 1.0334,               0.007228,               0.007228,               0.007228
                    282,                0.63595,                0.94269,                  1.082,                0.79107,                 0.7682,                0.82571,                0.72595,                0.50463,                0.78494,                 1.0334,              0.0072181,              0.0072181,              0.0072181
                    283,                0.62595,                0.92138,                 1.0751,                0.79308,                0.76642,                0.82584,                0.72601,                0.50467,                0.78461,                 1.0334,              0.0072082,              0.0072082,              0.0072082
                    284,                 0.6263,                0.92821,                 1.0827,                0.78754,                0.77107,                0.82572,                0.72584,                0.50461,                0.78447,                 1.0334,              0.0071983,              0.0071983,              0.0071983
                    285,                0.63274,                 0.9388,                 1.0845,                0.78834,                0.76972,                0.82588,                0.72596,                0.50458,                0.78446,                 1.0334,              0.0071884,              0.0071884,              0.0071884
                    286,                0.63187,                0.91799,                  1.082,                0.79638,                0.76349,                0.82585,                0.72597,                0.50459,                0.78424,                 1.0334,              0.0071785,              0.0071785,              0.0071785
                    287,                0.63735,                0.93868,                 1.0855,                0.79646,                0.76398,                0.82621,                0.72587,                 0.5047,                  0.784,                 1.0336,              0.0071686,              0.0071686,              0.0071686
                    288,                0.63692,                0.95451,                  1.087,                 0.7973,                0.76412,                0.82626,                0.72596,                 0.5047,                0.78388,                 1.0335,              0.0071587,              0.0071587,              0.0071587
                    289,                 0.6317,                0.93177,                  1.081,                0.79595,                 0.7654,                0.82642,                0.72627,                0.50473,                0.78368,                 1.0336,              0.0071488,              0.0071488,              0.0071488
                    290,                0.63355,                0.93825,                 1.0822,                0.79702,                0.76398,                0.82626,                0.72641,                0.50467,                0.78369,                 1.0335,              0.0071389,              0.0071389,              0.0071389
                    291,                0.63246,                0.92827,                 1.0824,                 0.7961,                0.76467,                0.82633,                0.72641,                0.50473,                0.78346,                 1.0336,               0.007129,               0.007129,               0.007129
                    292,                0.63113,                0.94655,                 1.0805,                0.79198,                0.76698,                0.82634,                0.72607,                0.50477,                0.78336,                 1.0336,              0.0071191,              0.0071191,              0.0071191
                    293,                0.62538,                0.91713,                 1.0752,                0.79228,                0.76647,                0.82652,                0.72645,                0.50474,                0.78313,                 1.0336,              0.0071092,              0.0071092,              0.0071092
                    294,                0.62678,                0.92467,                 1.0797,                0.78226,                0.77526,                0.82672,                0.72657,                0.50479,                0.78318,                 1.0337,              0.0070993,              0.0070993,              0.0070993
                    295,                0.62899,                0.93331,                 1.0794,                0.78154,                0.77606,                0.82649,                0.72649,                0.50482,                0.78297,                 1.0337,              0.0070894,              0.0070894,              0.0070894
                    296,                0.63641,                0.94206,                 1.0865,                0.78144,                0.77647,                0.82646,                0.72646,                0.50473,                0.78306,                 1.0337,              0.0070795,              0.0070795,              0.0070795
                    297,                 0.6302,                0.92935,                 1.0826,                0.79205,                0.76712,                0.82653,                 0.7265,                0.50473,                0.78299,                 1.0337,              0.0070696,              0.0070696,              0.0070696
                    298,                0.62725,                0.92779,                 1.0798,                0.78401,                0.77398,                0.82648,                0.72619,                0.50476,                0.78286,                 1.0337,              0.0070597,              0.0070597,              0.0070597
                    299,                0.63424,                0.91165,                 1.0806,                0.78475,                0.77258,                0.82655,                0.72615,                0.50474,                0.78276,                 1.0337,              0.0070498,              0.0070498,              0.0070498
                    300,                0.63042,                0.93616,                 1.0805,                0.78814,                0.77073,                0.82641,                0.72615,                0.50469,                0.78276,                 1.0336,              0.0070399,              0.0070399,              0.0070399
                    301,                0.62707,                0.92403,                 1.0757,                 0.7862,                0.77228,                0.82643,                0.72632,                0.50463,                0.78257,                 1.0336,                0.00703,                0.00703,                0.00703
                    302,                0.63259,                0.92663,                 1.0823,                0.78992,                0.77104,                0.82673,                0.72664,                0.50454,                0.78258,                 1.0336,              0.0070201,              0.0070201,              0.0070201
                    303,                0.61574,                0.89286,                 1.0715,                0.78905,                0.77125,                0.82689,                0.72691,                0.50464,                 0.7828,                 1.0337,              0.0070102,              0.0070102,              0.0070102
                    304,                0.63224,                0.92877,                 1.0849,                0.79009,                0.77106,                0.82704,                0.72694,                0.50461,                0.78272,                 1.0337,              0.0070003,              0.0070003,              0.0070003
                    305,                0.62832,                0.91403,                 1.0809,                 0.7918,                0.76998,                 0.8272,                0.72724,                0.50459,                 0.7831,                 1.0337,              0.0069904,              0.0069904,              0.0069904
                    306,                0.62072,                0.88545,                 1.0731,                0.79684,                0.76572,                0.82725,                0.72715,                0.50467,                0.78315,                 1.0338,              0.0069805,              0.0069805,              0.0069805
                    307,                0.62176,                0.90969,                 1.0718,                0.79675,                0.76641,                0.82732,                0.72714,                0.50463,                0.78322,                 1.0339,              0.0069706,              0.0069706,              0.0069706
                    308,                0.62486,                 0.9095,                 1.0787,                0.79698,                 0.7668,                0.82725,                0.72723,                0.50465,                0.78328,                 1.0339,              0.0069607,              0.0069607,              0.0069607
                    309,                0.62793,                0.92109,                 1.0799,                0.79626,                0.76737,                0.82728,                0.72724,                0.50465,                0.78332,                 1.0339,              0.0069508,              0.0069508,              0.0069508
                    310,                0.61915,                0.90113,                 1.0735,                 0.7965,                0.76816,                0.82717,                0.72708,                0.50462,                 0.7832,                 1.0339,              0.0069409,              0.0069409,              0.0069409
